LY86_Treated_Sample1 LY86_Treated_Sample2 LY86_Treated_Sample3 LY86_Treated_Sample4 LY86_Treated_SampleComb
TMF1 -0.253207053 0.310556547 -0.358527624 0.129083567 -0.043023641
TMIE 0.234445735 0.855939967 -0.176481511 1.73332068 0.661806218
TMIGD1 0.001291035 -0.215188669 0.320864232 0.961134104 0.267025175
TMOD1 -0.327717212 1.313956307 0.690364149 0.7836813 0.615071136
TMOD2 -0.093726462 -0.347351587 -0.366980394 -0.113861457 -0.230479975
TMOD3 0.018292439 -0.024922975 -0.074079485 0.133076737 0.013091679
TMOD4 0.306547202 0.607240518 -0.674246651 -0.322140407 -0.020649834
TMPO -0.291898114 -0.444565563 -0.308836999 -0.206148815 -0.312862373
TMPPE 0.176982813 0.250777208 -0.979090334 -0.114534335 -0.166466162
TMPRSS11E 1.17634933 -0.009024677 -0.019593919 -0.338872436 0.202214575
TMPRSS11F 1.151716913 -0.089383599 -0.213711734 -0.213711734 0.158727461
TMPRSS13 1.577094408 -0.150065731 -0.313564463 -0.229500199 0.220991004
TMPRSS2 1.230719066 0.540114295 -0.025482881 0.003086271 0.437109187
TMPRSS4 1.672755754 -0.308893226 -0.104275506 0.360565549 0.405038143
TMPRSS5 0.261871382 0.176312261 -0.252531038 -0.342473163 -0.039205139
TMPRSS6 -0.122147287 0.262100066 -0.212984817 -0.075481294 -0.037128333
TMPRSS9 0.028044636 0.144943228 -0.171316117 -0.199885269 -0.04955338
TMSB10 0.404278285 0.29531537 0.412676884 0.23246342 0.33618349
TMSB4X 1.155222593 0.850678682 1.251893876 1.545252249 1.20076185
TMTC1 0.255312968 0.162948975 -0.356722066 -0.132506909 -0.017741758
TMTC2 0.242201622 -0.227388445 -0.234083098 -0.136785896 -0.089013954
TMTC3 -0.01296642 0.003868176 -0.693497773 -0.003182272 -0.176444572
TMTC4 0.222373429 0.012084636 -0.215201527 -0.074581884 -0.013831337
TMUB1 0.069843798 0.052584798 0.071431507 -0.464293758 -0.067608414
TMUB2 0.17750197 0.249750594 -0.033523619 -0.028563932 0.091291253
TMX1 -0.125968133 -0.284576079 0.028765105 0.024551316 -0.089306948
TMX2 -0.156267862 0.033046678 -0.041520898 0.050692386 -0.028512424
TMX3 0.068640736 -0.182328474 -0.106931673 0.234425498 0.003451522
TMX4 0.126327591 0.254451535 -0.082819723 0.317683836 0.15391081
TNC 0.95118041 0.096524568 -0.131128622 0.751262092 0.416959612
TNF 1.647250471 1.448303964 0.232774996 1.536373719 1.216175788
TNFAIP1 -0.035814831 -0.04618081 -0.30785175 -0.103345685 -0.123298269
TNFAIP2 0.715659891 0.188065591 0.249321279 0.4623542 0.40385024
TNFAIP3 0.994475745 0.73239517 0.471370089 0.492300747 0.672635438
TNFAIP6 0.339587627 -0.790657933 1.082492451 0.092353699 0.180943961
TNFAIP8 0.496486454 0.079679205 0.176862468 0.305878212 0.264726585
TNFAIP8L1 0.132558383 -0.615236194 0.090356012 -0.038685933 -0.107751933
TNFAIP8L2 0.914940908 0.92346653 0.880681664 0.79110631 0.877548853
TNFRSF10B -0.084971253 -0.556732616 -0.296392319 -0.263072246 -0.300292109
TNFRSF11A 0.94439937 0.245111672 0.040658987 0.656896193 0.471766556
TNFRSF11B 0.92110658 0.860648403 0.51100289 1.171934864 0.866173184
TNFRSF12A 0.037727948 0.057061776 -0.199021588 -0.52077189 -0.156250939
TNFRSF13B 0.766457537 0.349837605 0.187566176 0.63731333 0.485293662
TNFRSF13C 0.043718272 0.071634049 -0.215247099 -0.064687423 -0.04114555
TNFRSF14 1.58134086 1.541352906 -0.720249544 0.747278377 0.78743065
TNFRSF18 1.20129706 0.631386085 0.245769269 0.489761227 0.64205341
TNFRSF19 -0.014526541 -0.163297444 -0.811269742 -1.134808887 -0.530975654
TNFRSF1A 0.363503653 0.022664549 0.071638012 0.189819438 0.161906413
TNFRSF1B 1.383595626 1.219598432 0.672064338 1.344627664 1.154971515
TNFRSF21 0.821588613 0.321553537 0.182390789 0.615575635 0.485277144
TNFRSF25 0.316398062 0.720178202 0.176145965 1.116936967 0.582414799
TNFRSF4 0.910666863 0.237171617 -0.137676792 0.673447913 0.4209024
TNFRSF8 0.136975929 0.1329135 -0.082475534 0.143405873 0.082704942
TNFRSF9 1.629129004 0.959534726 1.020089505 1.477582414 1.271583912
TNFSF10 1.144881787 1.046292641 0.108449117 1.165951586 0.866393783
TNFSF11 0.552955365 0.10305478 -0.283968343 0.113624021 0.121416456
TNFSF12 0.719100173 0.934832984 0.274562198 0.608571054 0.634266602
TNFSF13 0.481174947 0.825655057 -0.147478337 0.078711652 0.30951583
TNFSF13B 0.39881582 1.181454398 0.018366827 0.919105195 0.62943556
TNFSF14 0.326265143 0.19836337 0.162203706 -0.008637001 0.169548805
TNFSF15 0.286323321 0.208944482 -0.093982651 0.0834136 0.121174688
TNFSF18 -0.046567625 -0.168344483 -0.010803206 -0.103249455 -0.082241193
TNFSF4 0.335078919 0.115660932 -0.094758847 -0.369765895 -0.003446223
TNFSF8 0.251362635 0.1211825 0.072272899 0.156806409 0.150406111
TNFSF9 0.533857098 -0.137135494 0.34585203 0.223300421 0.241468514
TNFSF12-TNFSF13 0.003097158 0.47606298 0.359719019 0.656635226 0.373878596
TNIK -0.022687843 -0.105312857 -0.065235417 -0.34217064 -0.133851689
TNIP1 0.08655575 0.566374056 -0.263137686 0.070456563 0.115062171
TNIP2 0.163658836 0.245218502 -0.500309106 -0.567695946 -0.164781929
TNIP3 1.976081786 1.221740696 1.332772009 1.775592665 1.576546789
TNK1 0.82330309 0.13165326 -0.118324993 0.32566388 0.290573809
TNK2 -0.222122617 -0.151532854 -0.306118957 -0.706538221 -0.346578162
TNKS -0.162598822 -0.233420771 -0.756806421 -0.143735975 -0.324140498
TNKS1BP1 0.022443193 0.180989067 -0.659483438 0.008784214 -0.111816741
TNKS2 -0.027872175 -0.170288505 -0.220390309 0.029173311 -0.097344419
TNMD 0.056032425 -0.394537592 -0.303935043 -0.279060374 -0.230375146
TNN -0.112769977 -0.355961845 -0.367934487 0.272069377 -0.141149233
TNNC1 -0.046333353 -0.264309405 0.037346295 -0.356673423 -0.157492471
TNNC2 0.472961889 1.583745796 -3.912908287 -3.912908287 -1.442277222
TNNI1 0.042713372 0.159060085 -0.671881657 0.335037757 -0.033767611
TNNI2 0.66759323 1.781354945 -2.679045467 -2.99565323 -0.80643763
TNNI3 0.236007062 1.049332103 -0.074326365 -0.379511196 0.207875401
TNNT1 0.168796043 -0.351552939 -0.020876533 -1.138407409 -0.335510209
TNNT2 1.218959039 -0.445786542 0.821100189 -0.574828487 0.254861049
TNNT3 0.638390081 2.086992679 -3.594374305 -3.716709848 -1.146425348
TNPO1 -0.23112852 -0.302254981 -0.532499964 -0.14549258 -0.302844011
TNPO2 0.062428793 -0.010925041 -0.451601559 -0.327552441 -0.181912562
TNPO3 -0.206654668 -0.366631204 -0.441813268 -0.209029241 -0.306032095
TNRC18 0.443223123 0.277007685 -0.61525432 -0.075242985 0.007433375
TNRC6A -0.057546446 0.015216583 -0.802380371 0.159285805 -0.171356107
TNRC6B -0.071178296 -0.134768507 -0.995199236 -0.329219437 -0.382591369
TNRC6C 0.058718468 0.097540444 -0.688698301 -0.187038447 -0.179869459
TNS1 -0.11732028 0.33728834 -0.806660175 -0.099345388 -0.171509376
TNS2 -0.103491021 -0.200847101 -0.15057122 -0.375417365 -0.207581677
TNS3 0.176587752 0.094486819 -0.788743971 -0.218368006 -0.184009352
TNS4 1.249865161 0.073111987 -0.023912467 0.335168626 0.408558327
TNXB 1.455510838 1.656813033 1.469989194 1.96231558 1.636157161
TOB1 0.188693958 0.134093349 -0.018930418 -0.040056966 0.065949981
TOB2 0.172290642 0.591942132 -0.714744212 -0.241118637 -0.047907519
TOE1 0.124370828 0.033277321 -0.20556457 0.267283921 0.054841875
TOGARAM1 0.142023915 0.205308097 0.17179451 0.304512459 0.205909745
TOLLIP 0.074922461 0.110699005 -0.093157465 0.065582913 0.039511728
TOM1 0.112370449 0.108208254 0.11687485 -0.09428064 0.060793228
TOM1L1 -0.073814902 0.082903077 -0.248285569 0.308350116 0.01728818
TOM1L2 0.069216776 -0.023738701 -0.384653525 -0.279911985 -0.154771859
TOMM20 -0.22756788 -0.104587393 -0.038600257 -0.131909256 -0.125666196
TOMM22 -0.184709665 -0.265175325 0.179963087 0.002236882 -0.066921255
TOMM34 -0.023406619 -0.023003092 -0.060720107 -0.065247182 -0.04309425
TOMM40 -0.249777454 -0.167239633 -0.246059979 -0.278569773 -0.23541171
TOMM40L -0.146627493 0.152773324 -0.697882929 -0.793052261 -0.37119734
TOMM5 -0.148751337 0.008690851 0.135108687 -0.104959623 -0.027477856
TOMM6 -0.054787427 -0.264403141 0.036394335 -0.395414401 -0.169552659
TOMM7 -0.310094681 0.118946845 -0.675064109 -0.979280753 -0.461373175
TOMM70 -0.19909332 -0.356490383 -0.086518648 0.027012096 -0.153772564
TOMT 0.017441901 -0.296198613 -0.1455197 -0.1455197 -0.142449028
TONSL -0.527256736 -0.556710606 -0.240512667 -0.22287432 -0.386838582
TOP1 -0.182841424 -0.275896308 -0.171454696 0.0063162 -0.155969057
TOP1MT 0.001304556 -0.383663063 -0.204013552 -0.106756483 -0.173282136
TOP2A -0.13412538 -0.31305626 -0.119799482 -0.023862545 -0.147710917
TOP2B -0.058885495 -0.209799306 -0.092019152 0.018970131 -0.085433456
TOP3A -0.238192456 -0.325487102 -0.434747286 -0.483347925 -0.370443692
TOP3B 0.06998069 -0.150125039 -0.683343964 -0.369602596 -0.283272727
TOPBP1 -0.47849939 -0.445325575 -0.589410182 -0.425422406 -0.484664388
TOPORS -0.205541411 -0.262510461 -0.294130596 -0.181009826 -0.235798073
TOR1A 0.087398512 -0.240639041 -0.054527535 -0.110173599 -0.079485416
TOR1AIP1 0.272372615 0.236022565 -0.277149253 0.10243941 0.083421334
TOR1AIP2 0.172182675 0.262083163 0.115411985 0.428273299 0.24448778
TOR1B -0.044130731 -0.14721074 -0.384349218 -0.258408848 -0.208524884
TOR2A -0.027695622 -0.161386049 -0.344106481 -0.463136262 -0.249081103
TOR3A 0.788086399 1.067807061 0.038948721 0.756681868 0.662881012
TOR4A 0.413119057 0.555510593 0.064376847 0.280673193 0.328419923
TOX 0.890823852 1.381423579 -0.03361392 0.761847324 0.750120209
TOX2 0.456131486 0.176354422 -0.34971439 -0.098752816 0.046004675
TOX4 0.23320694 0.459355851 -0.366706085 -0.115594846 0.052565465
TPBG 0.91224701 -0.068757009 0.416669818 0.454144524 0.428576086
TPBGL 0.448631248 0.01738301 -0.049731186 -0.206832147 0.052362731
TPCN1 -0.191898864 -0.181503818 -0.737756494 -0.413895551 -0.381263682
TPCN2 0.563419227 0.336849858 0.027201926 0.199865507 0.28183413
TPD52 0.074404205 0.203126241 0.174082242 0.141420393 0.14825827
TPD52L1 -0.418479946 -0.087538118 -0.200933133 -0.473317211 -0.295067102
TPD52L2 -0.111190967 -0.086153825 -0.120919244 -0.283507523 -0.15044289
TPGS1 0.295144899 0.184366469 -0.041187832 0.067836062 0.1265399
TPGS2 -0.024463236 -0.218175371 0.00262344 0.034789777 -0.051306347
TPH1 0.127721285 -0.086715942 -0.349750348 0.79398513 0.121310031
TPH2 -0.154048697 -0.118418581 0.32614487 0.134638013 0.047078901
TPI1 -0.070647419 0.175426218 0.288176412 0.128719642 0.130418713
TPK1 0.216983054 0.700867624 0.203633973 0.016450207 0.284483714
TPM1 0.162939685 0.435922975 -0.11769191 0.014563448 0.12393355
TPM2 1.501203747 0.853922002 -0.96203254 -0.28873514 0.276089517
TPM3 -0.034378495 -0.126238631 -0.121503179 -0.118181322 -0.100075406
TPM4 0.142300104 -0.183143869 0.326051337 0.423504941 0.177178128
TPMT 0.33274525 0.705421086 -0.334270415 0.276615431 0.245127838
TPP1 0.015516421 0.274452187 -0.431239288 0.069952553 -0.017829532
TPP2 -0.034644498 -0.170368317 -0.061206409 0.089882184 -0.04408426
TPPP 0.284610801 0.019240468 -0.019578781 0.093879268 0.094537939
TPPP3 0.750137537 0.888697718 0.475157568 0.587961505 0.675488582
TPR -0.125669877 -0.269724847 0.235531695 -0.035820262 -0.048920823
TPRA1 0.185269523 0.103625176 0.273350646 0.498100979 0.265086581
TPRG1 1.426354076 -0.255427721 -0.255427721 -0.255427721 0.165017729
TPRG1L 0.150221526 0.248988685 -0.121732626 0.086338347 0.090953983
TPRKB -0.170620359 -0.077791508 0.019990954 0.088329024 -0.035022972
TPRN -0.097813068 -0.006968219 -0.389384297 -0.486408751 -0.245143584
TPSAB1 0.029342632 -0.013829224 -0.050049412 0.055992226 0.005364055
TPSB2 1.476998645 0.450922989 0.173898119 1.523482557 0.906325577
TPST1 -0.064870831 -0.062197727 -0.179135553 -0.167449242 -0.118413338
TPST2 0.086190742 0.067741294 -0.286670529 -0.029590651 -0.040582286
TPT1 0.100406387 -0.033845576 0.51570653 0.326596614 0.227215988
TPX2 -0.240033986 -0.398610571 -0.258067736 -0.074293907 -0.24275155
TRA2A 0.108237823 -0.078948761 0.151868125 0.106893128 0.072012579
TRA2B -0.269132648 -0.318410517 -0.068832109 -0.058649086 -0.17875609
TRABD 0.023112413 -0.320371339 -0.266074741 -0.185798152 -0.187282955
TRABD2B 0.07353107 -0.11461352 -0.049025179 0.308787452 0.054669956
TRAC 1.491684625 1.472424532 0.80541993 0.981909949 1.187859759
TRADD 0.064209106 -0.01038751 -0.029240218 -0.100043194 -0.018865454
TRAF1 1.385757946 0.917412205 0.428065009 0.929109797 0.915086239
TRAF2 0.232813085 -0.038746498 -0.053082771 0.040806842 0.045447664
TRAF3 -0.027263892 -0.019583581 -0.724272772 -0.422918217 -0.298509615
TRAF3IP1 0.074923129 -0.0061528 0.07630936 -0.316008062 -0.042732093
TRAF3IP2 0.376092248 -0.040869074 -0.105248302 0.58014015 0.202528755
TRAF3IP3 1.044056404 0.921529421 -0.02141589 1.71260242 0.914193089
TRAF4 -0.177140595 -0.212778975 -0.408765986 -0.538312062 -0.334249405
TRAF5 0.809047645 0.468232533 0.691532595 0.338651572 0.576866086
TRAF6 -0.046155808 -0.173716757 -0.368059661 -0.181963369 -0.192473899
TRAF7 -0.106980458 -0.21375723 -0.735063709 -0.808386982 -0.466047094
TRAFD1 1.133177892 1.237001888 0.073230776 0.807192319 0.812650719
TRAIP -0.39125257 -0.492648048 -0.463216284 -0.473742683 -0.455214896
TRAK1 0.226370407 0.25188592 -0.571562836 -0.347115357 -0.110105467
TRAK2 -0.261714757 -0.029517211 -0.507762314 -0.317409431 -0.279100928
TRAM1 -0.087852296 -0.134656244 0.098132822 0.137645774 0.003317514
TRAM1L1 -0.143556846 0.113152303 0.222776794 -0.400586701 -0.052053612
TRAM2 0.132641396 -0.161699942 -0.236166435 0.07603643 -0.047297138
TRAP1 -0.159994956 -0.074255442 -0.378082975 -0.078586862 -0.172730059
TRAPPC1 -0.014167694 0.156115419 0.468668498 0.39031048 0.250231676
TRAPPC10 0.040449913 -0.010724094 -0.582805303 -0.295048468 -0.212031988
TRAPPC11 -0.102475102 -0.117901952 -0.343854259 -0.003744572 -0.141993971
TRAPPC12 0.026602275 0.105173949 -0.031314571 0.058971465 0.039858279
TRAPPC13 0.038974395 -0.058069185 -0.090000855 0.129680078 0.005146108
TRAPPC14 0.658783159 0.454998767 0.160130899 0.486285642 0.440049617
TRAPPC2 0.051063219 -0.118003071 0.425055476 0.344661697 0.17569433
TRAPPC2L 0.024816609 0.296147106 0.362191467 0.19962968 0.220696215
TRAPPC3 -0.107858792 0.051540144 -0.191940794 -0.076067003 -0.081081611
TRAPPC4 0.064822808 0.039585215 0.364458663 0.09825321 0.141779974
TRAPPC5 -0.091893313 -0.133594874 -0.149553212 -0.297486641 -0.16813201
TRAPPC6A 0.147583529 0.370268877 0.055734495 -0.42854048 0.036261605
TRAPPC6B 0.236816035 0.319985348 0.231019706 0.076199348 0.216005109
TRAPPC8 0.100191715 0.001864748 -0.348214387 0.183051822 -0.015776525
TRAPPC9 0.112580078 0.056978861 -0.272951663 -0.156535409 -0.064982033
TRARG1 0.050222505 -0.097601446 0.125904596 0.336801378 0.103831759
TRAT1 -0.264656014 -0.521878398 0.257995788 -0.442443931 -0.242745639
TRAV10 -0.353502567 -0.353502567 -0.353502567 -0.353502567 -0.353502567
TRAV18 0 0 1.275007047 2 0.818751762
TRAV22 0 0 0 2.272023189 0.568005797
TRAV23DV6 0.372029767 -0.291813915 -0.291813915 -0.291813915 -0.125852995
TRAV5 -1.047950971 -0.360890282 -1.047950971 -0.047950971 -0.626185799
TRAV9-2 0.898992649 1.050690675 0.918166589 -0.860041987 0.501951982
TRAV12-3 0.799658897 2.176322773 0 0 0.743995417
TRAV17 1.140478157 0 0 0 0.285119539
TRBC1 1.246222181 1.078041833 -0.339948984 0.34843319 0.583187055
TRBC2 2.210469813 1.791085762 0.719655904 1.642776265 1.590996936
TRBV12-5 1.980262389 2.488652027 -0.469262571 2.631715076 1.65784173
TRBV15 -0.188488478 -0.188488478 1.391657006 -0.188488478 0.206547893
TRBV19 0.584222972 1.741855445 0.626827595 1.311455561 1.066090393
TRBV23-1 0.713803086 0 1.056583528 1.731183242 0.875392464
TRBV28 0.548589089 -0.400998727 0.800635135 -0.400998727 0.136806692
TRBV2 0.905690501 0.730750488 0.448607259 -0.24105262 0.460998907
TRBV3-1 1.103946426 0 0 0 0.275986606
TRDC 0.402643698 0.005303152 0.231371231 0.327231247 0.241637332
TRDMT1 -0.232139791 -0.336597003 -0.571203783 0.054383229 -0.271389337
TRDN 0.400326148 0.699425418 -1.120242765 -0.82158445 -0.210518912
TRDV2 0.787551464 0.43334643 -0.189583921 -0.189583921 0.210432513
TRDV3 0 0 0 1.15704371 0.289260928
TREM1 0.129744017 -0.106723925 0.174846433 -0.144525957 0.013335142
TREM2 0.779752718 0.804394824 0.737332923 1.386303483 0.926945987
TREML2 0.531491749 0.154604808 0.672930116 0.68858338 0.511902513
TREML4 0.548214282 0.534011924 -0.242892416 0.509180071 0.337128465
TRERF1 0.021346694 0.151680606 -0.436862419 -0.043886683 -0.07693045
TREX1 0.857612709 0.74565956 0.810076288 0.968404848 0.845438351
TREX2 2.035462792 -0.640591593 -0.640591593 -0.640591593 0.028422003
TF -0.241649656 -0.237115689 0.085966101 -0.23384559 -0.156661209
TRGC1 0.29495008 -0.391525969 0.526860266 -0.202492144 0.056948058
TRGC2 0.519953053 0.576985631 0.885935872 1.272447673 0.813830557
TRIAP1 0.193250831 -0.011321418 -0.11476608 -0.006866933 0.0150741
TRIB1 0.701361576 0.370758549 0.467727149 0.508262073 0.512027337
TRIB2 -0.433083952 -0.439672503 -0.624097074 -0.28725727 -0.4460277
TRIB3 0.367771328 -0.769082988 0.245360749 -0.965774899 -0.280431452
TRIL 0.396461959 -0.147654078 -0.018920764 0.583529164 0.20335407
TRIM10 0.064044675 0.495144497 0.126422191 -0.191547891 0.123515868
TRIM11 0.135958975 0.027800943 -0.398103003 -0.423534218 -0.164469326
TRIM13 0.177698433 -0.073620834 -0.086035005 0.094537241 0.028144959
TRIM14 0.911825503 0.926511175 -0.306852364 0.716813827 0.562074535
TRIM16 0.417828428 0.173786763 0.027300675 0.315805768 0.233680408
TRIM17 0.059658737 -0.003140248 -0.069028183 0.418323521 0.101453457
TRIM2 0.211671682 0.098193825 -0.397353755 -0.524146286 -0.152908634
TRIM21 0.90236938 1.288468949 0.226822399 0.88158052 0.824810312
TRIM23 -0.099774365 0.001976636 0.052933884 0.073189029 0.007081296
TRIM24 -0.065526491 0.092498429 -0.332536337 -0.068971236 -0.093633909
TRIM25 0.513747847 0.490004358 0.049472329 0.509744434 0.390742242
TRIM26 0.096096504 0.320482066 -0.37741766 -0.016535931 0.005656245
TRIM27 -0.287288833 -0.461794658 0.047071121 -0.23779406 -0.234951608
TRIM28 -0.21604198 -0.356604375 -0.001476064 -0.406845599 -0.245242005
TRIM29 3.244790377 -0.104967263 -2.052972625 -2.078735721 -0.247971308
TRIM3 0.037949516 0.199021633 -0.67003689 -0.232892722 -0.166489616
TRIM5 1.274377462 1.565805865 0.725690792 1.636596169 1.300617572
TRIM32 -0.02807425 -0.075706441 -0.112779874 -0.081819565 -0.074595033
TRIM33 -0.169283245 -0.155487521 -0.274690228 0.051474859 -0.136996534
TRIM35 -0.080602726 0.104470873 -0.309417333 -0.163692053 -0.11231031
TRIM36 0.402874085 0.018992213 0.099162562 0.018992213 0.135005268
TRIM37 -0.274193192 -0.344309235 -0.482655044 -0.230992711 -0.333037545
TRIM39 0.240882355 0.017091486 -0.464192369 -0.083454832 -0.07241834
TRIM41 -0.049325581 0.151362272 -0.192418558 -0.470550478 -0.140233086
TRIM44 -0.183765417 0.006816437 -0.413242482 -0.045307364 -0.158874707
TRIM45 0.070969626 0.296435234 0.012981287 0.045824543 0.106552672
TRIM46 0.567329834 0.099522449 -0.199322032 -0.132207837 0.083830604
TRIM47 0.295585691 -0.348178304 0.116058298 0.584077089 0.161885693
TRIM50 -0.316985738 0.092166873 -0.372501394 -0.209002662 -0.20158073
TRIM54 0.601007865 0.531275345 -0.539113983 -0.539113983 0.013513811
TRIM55 -0.009033803 -0.016079802 -0.224397039 -0.267041376 -0.129138005
TRIM56 0.499255212 0.758589076 -0.480083516 0.199462354 0.244305781
TRIM59 -0.168583934 -0.39954808 -0.125693725 0.013973187 -0.169963138
TRIM6 -0.172008453 0.02162038 -0.182393512 -0.173291305 -0.126518222
TRIM62 0.039174216 0.107682055 -0.112321139 -0.306824163 -0.068072258
TRIM63 -0.143466606 0.136400856 -0.29197514 -0.066212237 -0.091313282
TRIM65 -0.029578614 -0.153623999 -0.488242816 -0.200317235 -0.217940666
TRIM66 0.014129034 0.107252688 -0.08539239 -0.058170922 -0.005545398
TRIM67 -0.023743334 0.026075444 -0.023252269 -0.074326453 -0.023811653
TRIM68 0.084393457 0.102246305 -0.624454799 0.023701528 -0.103528377
TRIM69 -0.012254697 0.022556704 0.070650992 -0.052731423 0.007055394
TRIM7 0.502848901 0.162483418 -0.154161456 -0.142905 0.092066466
TRIM71 -0.217973277 -0.426452183 -0.502904244 -0.473757898 -0.405271901
TRIM72 0.644854976 0.290741522 -0.895879768 -0.828765573 -0.197262211
TRIM8 0.144078676 -0.015265822 -0.199193683 -0.281582812 -0.08799091
TRIM9 -0.338574277 -0.156762129 0.109517936 -0.495850775 -0.220417311
TRIO 0.230740145 -0.16066942 -0.289789152 0.11324973 -0.026617174
TRIOBP 0.307410691 0.218440129 -0.539481181 -0.293392231 -0.076755648
TRIP10 0.002434208 -0.143368568 -0.135970116 -0.257548314 -0.133613198
TRIP11 -0.02542752 0.041165619 -0.569131904 0.023282348 -0.132527864
TRIP12 -0.043528187 -0.147832193 -0.213507866 -0.034780574 -0.109912205
TRIP13 -0.601947781 -0.684768483 -0.112817976 -0.334938114 -0.433618089
TRIP4 0.026394962 0.12965713 -0.628695892 0.278611006 -0.048508198
TRIP6 -0.239926547 -0.219130475 -0.391210725 -0.757867762 -0.402033877
TRIQK -0.108957658 -0.455694581 -0.028879914 0.388355141 -0.051294253
TRIR -0.23533343 -0.210831867 -0.081895925 -0.389852936 -0.229478539
TRIT1 -0.007145632 0.239171329 0.112059411 -0.011442649 0.083160615
TRMO 0.265893489 -0.180584046 -0.12381495 0.267839622 0.057333529
TRMT1 -0.151466327 -0.079975516 -0.406662988 -0.566272378 -0.301094302
TRMT10A -0.030095581 -0.258508371 -0.17116591 -0.010904006 -0.117668467
TRMT10B 0.169558935 -0.071067368 0.2709683 0.381444837 0.187726176
TRMT10C 0.047234586 -0.106574838 0.067702188 0.076367049 0.021182246
TRMT11 0.016993846 0.228029392 0.192997376 0.047821417 0.121460508
TRMT112 -0.113673361 -0.361603305 -0.077080284 -0.153109205 -0.176366539
TRMT12 -0.011427224 0.325915695 -0.166534667 0.022184708 0.042534628
TRMT13 0.327753503 -0.277675694 -0.454739231 -0.697944663 -0.275651521
TRMT1L 0.334889431 0.334331537 0.111506199 0.384733704 0.291365218
TRMT2A -0.434735222 -0.366887432 -0.465517278 -0.125997618 -0.348284387
TRMT2B -0.084847733 0.111299412 0.003253274 0.245682148 0.068846776
TRMT44 0.227492511 0.033891575 -0.217797857 -0.102030913 -0.014611171
TRMT5 -0.250861859 -0.519302382 -0.04931936 0.725319987 -0.023540904
TRMT6 -0.21300291 -0.348435467 -0.383827722 -0.290232752 -0.308874713
TRMT61A -0.173940187 0.009765513 -0.434666679 -0.844912759 -0.360938528
TRMT9B 0.327796285 0.240108042 0.284163222 0.12369855 0.243941525
TRMU 0.106822158 -0.036972782 -0.276068423 -0.012619985 -0.054709758
TRNAU1AP -0.214025984 -0.285477129 -0.220687401 -0.678593165 -0.34969592
TRNP1 -0.022237067 0.409878399 -0.317803954 0.554752029 0.156147352
TRNT1 -0.433231422 -0.199150041 -0.218867219 0.002223357 -0.212256331
TRO 0.150741234 -0.010222813 0.266617392 0.311705281 0.179710273
TROAP -0.197297304 -0.626524685 -0.374487634 -0.363347076 -0.390414174
TP53 -0.076305204 -0.226035732 -0.188658936 -0.183088678 -0.168522138
TP53BP1 -0.115003042 0.032101803 -0.593866666 -0.055811086 -0.183144748
TP53BP2 -0.138423065 -0.169898616 -0.188212339 -0.174962486 -0.167874127
TP53COR1 0.234472558 0.016792799 -0.045629701 -0.168486449 0.009287302
TP53I11 0.423442421 -0.296577091 -0.518969512 0.86473478 0.11815765
TP53I13 0.014512022 -0.241319158 -0.225637536 -0.090262405 -0.135676769
TP53INP1 -0.068410392 -0.335584675 -0.735612007 -0.408180936 -0.386947003
TP53INP2 0.441355374 1.037719636 -0.236315572 0.052841259 0.323900174
TP53RK 0.109005895 -0.119760433 -0.19629594 -0.224427375 -0.107869463
TP63 2.083553554 -0.322974794 -0.982899352 -0.982899352 -0.051304986
TP73 0.345746363 -0.208720823 -0.194645638 -0.166900647 -0.056130186
TRPC1 0.239400106 0.41960505 -0.201517114 0.484770097 0.235564535
TRPC2 -0.452084 0.063931147 -0.153425684 -0.130155905 -0.167933611
TRPC3 -0.217875547 -0.33377668 -0.07661884 -0.018903342 -0.161793602
TRPC4AP 0.007155195 0.018706863 -0.121199994 -0.113214897 -0.052138208
TRPC6 0.025200224 -0.051963849 -0.087296922 0.351391845 0.059332825
TRPM1 -0.231064066 0.73903328 -0.247633355 -0.001158898 0.06479424
TRPM2 0.725143928 0.744664002 0.067798869 0.210119409 0.436931552
TRPM3 0.025751164 0.185818366 0.063827842 0.136236338 0.102908428
TRPM4 0.715612985 0.658341688 -0.297053009 -0.531319531 0.136395533
TRPM5 -0.338114491 -0.039456175 0.08411851 -0.338114491 -0.157891662
TRPM7 -0.065823426 -0.185578849 -0.452517709 -0.166213524 -0.217533377
TRPS1 0.193595912 0.242655524 -0.363445744 0.044253175 0.029264716
TRPT1 0.336638328 0.720918633 -0.224390726 0.270475797 0.275910508
TRPV2 0.418158946 0.517058566 0.031268828 0.311351838 0.319459544
TRPV3 1.243373581 0.01156657 -0.439417625 -0.466134964 0.087346891
TRPV4 0.429686681 0.248145422 -0.017479102 0.257817156 0.229542539
TRPV6 0.6304039 -0.138318688 -0.138318688 -0.138318688 0.053861959
TRRAP -0.063334576 -0.091979046 -0.147103258 -0.152431563 -0.113712111
TRUB1 -0.289203549 -0.093781845 -0.156458341 -0.335638696 -0.218770608
TRUB2 -0.179398322 -0.367821523 -0.729192977 -0.582771961 -0.464796196
TSACC 0.378620215 0.193969103 0.54497443 -0.0098261 0.276934412
TSBP1 0.413985021 0.308536629 -0.217532182 0.328436187 0.208356414
TSC1 0.035694345 -0.176881222 -0.601299957 -0.198075444 -0.235140569
TSC2 -0.143638205 -0.284171224 -0.540324719 -0.114743031 -0.270719295
